"Country","Age","Gender","Kids","Edu","Work.Status","Annual.Income","Occupation","TenureYears","TenureMonths","CommSize","MaritalStat","Sons","Daughters","Iwastealotoft","EvenafterImak","Idonâtmakedec","Idelaymakingd","Iputoffmaking","Ipaymybillson","Iampromptando","Ilayoutmyclot","Ifindmyselfru","Idonâtgetthin","Ifsomeonewere","Myfriendsandf","Igetimportant","Iamnotverygoo","0Ifindmyselfr","1Ischeduledoc","2Iammorepunct","3Idoroutinema","4WhenIhavetob","5Puttingthing","Ioftenfindmys","Ioftenmisscon","Whenplanninga","Whenitistimet","Alettermaysit","Igenerallyret","Evenjobsthatr","Iusuallymaked","Igenerallydel","0Whentravelin","1Whenpreparin","2Inpreparatio","3Ifabillforas","4Iusuallyretu","5Ioftenhaveat","6Ialwaysseemt","7Iusuallybuye","8Iusuallyacco","9Iamcontinual","0Iusuallytake","Inmostwaysmyl","Theconditions","Iamsatisfiedw","SofarIhavegot","IfIcouldlivem","YouConsider","OtheConsider","DPMean","AIPMean","GPMean","SWLSPMean","2016_Est_HDI","HDI_Category"
"Australia",22,"Female","No Kids","ltuni","part-time",10000,"",1,0,"Small Town","Married",2,0,5,5,5,4,4,4,2,3,3,4,1,5,5,5,5,5,3,5,5,5,5,5,3,5,5,3,5,4,5,2,5,5,2,4,5,5,5,5,5,4,4,4,4,3,1,"yes","yes",4.6,4,4.3,3.2,0.939,"Very High"
"Australia",37.5,"Female","Yes Kids","lthigh","part-time",35000,"",3,0,"Small Town","Married",NA,2,3,4,4,3,3,2,1,1,1,3,5,1,2,2,3,3,1,2,1,3,3,1,1,1,5,1,3,2,3,1,1,3,1,2,3,4,3,3,4,2,4,4,4,4,2,"yes","no",3.4,2.1,2.4,3.6,0.939,"Very High"
"Australia",24,"Female","No Kids","ltuni","student",15000,"",5,0,"Village","Single",2,0,4,4,3,3,3,4,4,5,4,4,2,5,5,4,4,3,4,4,3,5,3,2,5,5,5,4,4,3,5,4,4,5,3,4,4,4,4,5,5,5,1,2,1,1,1,"yes","yes",3.4,4,4.2,1.2,0.939,"Very High"
"Australia",55,"Female","Yes Kids","deg","full-time",87500,"",5,0,"Village","Married",NA,1,5,5,3,2,2,1,5,5,5,5,5,5,3,5,5,2,3,3,4,3,3,2,3,3,4,2,3,3,4,4,3,4,3,4,4,5,5,3,3,3,4,3,3,5,4,"yes","yes",3.4,3.9,3.4,3.8,0.939,"Very High"
"Australia",55,"Male","Yes Kids","phd","full-time",55000,"",0,0,"Village","Married",NA,2,3,2,3,2,1,1,1,3,4,3,1,1,3,4,3,4,2,3,1,2,2,1,2,4,3,2,3,2,3,1,5,1,1,2,3,3,1,3,2,2,2,2,3,4,4,"no","no",2.2,2.4,2.3,3,0.939,"Very High"
"Australia",37.5,"Male","Yes Kids","dip","full-time",45000,"",8,0,"Rural/Country","Married",NA,0,4,2,2,1,2,2,1,5,4,2,4,2,4,3,4,2,2,3,2,5,5,2,3,1,2,3,4,2,4,3,2,5,3,3,4,4,2,3,2,3,3,2,2,3,2,"no","no",2.2,3,3,2.4,0.939,"Very High"
"Australia",23,"Female","No Kids","deg","student",15000,"",5,6,"Village","Single",2,0,4,5,4,2,2,5,3,5,4,5,5,5,4,5,5,2,5,5,3,5,4,4,3,5,5,2,4,3,5,5,4,5,5,5,5,5,4,5,5,4,4,4,3,2,2,"yes","yes",3.4,4.4,4.3,3,0.939,"Very High"
"Australia",67.5,"Male","Yes Kids","ltuni","full-time",NA,"",NA,0,"Village","Divorced",5,1,3,2,2,2,2,3,1,1,1,3,2,2,2,4,3,3,1,4,1,2,2,2,2,1,2,2,2,1,3,1,4,2,3,3,3,4,3,2,3,3,4,5,3,3,3,"yes","no",2.2,2.2,2.4,3.6,0.939,"Very High"
"Australia",25,"Male","No Kids","ma","unemployed",10000,"",0,0,"Small Town","Married",2,0,3,4,3,3,3,4,2,2,3,4,5,3,4,5,4,4,3,5,2,3,5,3,3,4,4,4,4,3,5,5,3,4,3,3,4,4,5,5,4,5,2,3,3,2,1,"yes","yes",3.2,3.5,4,2.2,0.939,"Very High"
"Australia",23,"Female","No Kids","ltuni","full-time",35000,"",0,6,"Village","Single",2,0,4,4,3,4,4,2,2,3,3,5,5,5,4,4,4,3,3,3,3,4,5,3,3,5,4,3,5,4,5,2,4,5,2,3,4,4,4,5,5,5,2,2,2,1,3,"yes","yes",3.8,3.5,4,2,0.939,"Very High"
"Australia",7.5,"Female","No Kids","ltuni","student",NA,"",0,0,"Village","Single",2,0,3,3,2,2,2,3,2,4,3,3,3,4,3,3,4,2,3,3,4,3,4,2,2,4,1,1,4,2,4,5,3,4,3,2,3,3,3,3,4,4,4,5,4,4,4,"yes","yes",2.4,3.1,3,4.2,0.939,"Very High"
"Australia",32.5,"Male","No Kids","lthigh","full-time",67500,"",9,0,"Village","Married",2,0,4,5,2,5,5,1,1,1,2,5,4,5,5,5,5,1,2,5,1,5,5,1,1,5,1,1,5,5,5,3,4,5,5,1,5,3,5,5,5,5,1,2,2,1,1,"yes","yes",4.2,3.2,3.8,1.4,0.939,"Very High"
"Australia",25,"Male","No Kids","deg","student",25000,"",0,6,"Village","Single",2,0,4,3,2,4,4,3,3,3,5,5,4,4,3,4,5,3,4,4,4,3,2,2,2,3,2,2,4,3,4,4,4,4,3,3,3,4,3,4,4,4,2,2,1,1,2,"yes","yes",3.4,3.8,3.2,1.6,0.939,"Very High"
"Australia",32.5,"Male","No Kids","deg","full-time",87500,"",2,0,"Village","Single",2,0,4,4,4,3,3,3,2,5,3,5,4,5,4,5,5,5,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,5,5,4,4,5,3,3,3,4,3,"yes","yes",3.6,4,4,3.2,0.939,"Very High"
"Australia",32.5,"Female","No Kids","ma","full-time",67500,"",3,0,"Rural/Country","Single",2,0,3,4,3,3,3,5,2,3,3,5,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,3,5,4,2,5,4,4,4,5,3,3,5,4,3,3,4,4,4,"yes","no",3.2,3.9,4,3.6,0.939,"Very High"
"Australia",28,"Male","Yes Kids","ma","full-time",55000,"",7,0,"Village","Married",2,1,2,3,2,1,1,1,1,3,2,2,2,1,1,1,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,1,3,1,3,1,3,3,2,4,5,5,4,3,"no","no",1.8,1.9,2.2,4.2,0.939,"Very High"
"Australia",45,"Male","No Kids","ma","full-time",150000,"",4,1,"Village","Widowed",2,0,4,4,4,3,3,3,4,5,4,3,3,4,4,3,4,3,4,4,4,4,4,3,4,5,2,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3,2,"yes","yes",3.6,3.7,3.7,3.2,0.939,"Very High"
"Australia",37.5,"Male","No Kids","deg","unemployed",10000,"",5,0,"Village","Married",2,0,4,4,5,5,5,1,1,2,2,3,3,5,3,2,4,4,1,4,1,3,4,2,5,4,4,4,4,4,4,2,3,3,2,5,4,5,2,1,5,4,4,4,4,4,2,"yes","yes",4.6,2.6,3.5,3.6,0.939,"Very High"
"Australia",45,"Male","Yes Kids","high","full-time",150000,"",1,0,"Rural/Country","Married",NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,4,1,1,1,1,1,1,1,1,5,2,2,2,2,3,2,2,3,3,"yes","no",1.2,1,1.8,2.6,0.939,"Very High"
"Australia",45,"Male","Yes Kids","high","full-time",45000,"",0,0,"Village","Divorced",5,1,2,3,2,2,2,1,3,5,4,4,4,3,4,1,4,3,4,3,4,4,4,2,3,1,4,3,4,2,3,3,3,4,2,4,4,5,3,4,3,3,2,4,3,1,2,"yes","yes",2.2,3.4,3.2,2.4,0.939,"Very High"
"Australia",45,"Male","Yes Kids","ltuni","full-time",87500,"",0,0,"Village","Divorced",NA,1,3,3,4,5,4,4,2,4,3,5,3,4,4,4,5,4,4,4,4,5,4,4,2,2,3,2,4,4,4,4,4,4,3,4,4,5,3,3,3,3,2,2,2,2,2,"yes","yes",3.8,3.9,3.5,2,0.939,"Very High"
"Australia",16.5,"Female","No Kids","ltuni","student",10000,"",0,7,"Village","",2,0,5,5,5,5,5,1,3,3,5,2,3,4,3,3,5,1,4,2,5,3,5,3,1,3,5,3,4,3,5,5,4,5,1,3,4,5,5,3,5,3,4,5,5,5,3,"yes","yes",5,3.1,3.8,4.4,0.939,"Very High"
"Australia",28,"Female","No Kids","ltuni","full-time",55000,"",3,4,"Medium-Sized","Married",2,0,3,4,4,3,3,1,1,2,1,1,1,1,4,1,1,2,2,3,1,2,2,3,3,4,2,2,1,4,3,2,4,2,1,2,2,4,3,2,3,1,1,1,1,2,1,"yes","no",3.4,1.6,2.5,1.2,0.939,"Very High"
"Australia",45,"Female","Yes Kids","lthigh","full-time",55000,"",0,0,"Medium-Sized","Married",NA,1,5,4,3,2,3,4,1,4,4,4,3,3,2,2,5,4,2,4,4,5,5,1,2,1,5,3,5,3,4,5,3,5,4,3,5,5,4,5,5,4,4,3,4,3,2,"yes","yes",3.4,3.4,3.8,3.2,0.939,"Very High"
"Australia",32.5,"Female","No Kids","ltuni","full-time",67500,"",6,1,"Village","Married",2,0,5,4,2,2,2,2,2,5,3,3,5,5,4,3,5,4,4,3,1,5,5,5,1,2,1,2,5,2,5,2,1,5,3,1,4,5,3,5,5,5,3,4,4,4,1,"yes","yes",3,3.6,3.4,3.2,0.939,"Very High"
"Australia",37.5,"Male","Yes Kids","ltuni","part-time",45000,"",3,10,"Village","Married",NA,3,4,4,3,3,2,2,3,4,4,4,5,3,5,3,4,3,2,3,3,4,5,3,4,2,4,3,5,4,5,3,2,4,3,4,5,5,2,4,4,5,1,2,1,2,1,"yes","yes",3.2,3.5,3.8,1.4,0.939,"Very High"
"Australia",37.5,"Female","Yes Kids","deg","full-time",45000,"",0,0,"Large Town","Married",NA,0,3,5,4,5,5,2,2,1,5,5,5,2,3,2,5,4,1,4,1,3,5,2,2,4,5,2,1,3,1,2,2,2,3,5,2,4,4,4,4,4,3,4,2,3,3,"yes","no",4.4,3,3,3,0.939,"Very High"
"Australia",20,"Male","No Kids","deg","part-time",15000,"",4,7,"Rural/Country","Single",2,0,4,4,4,4,4,3,4,4,5,5,2,5,3,4,5,5,4,4,5,5,4,5,4,5,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,3,5,4,4,3,"yes","yes",4,4.2,4,3.8,0.939,"Very High"
"Australia",32.5,"Female","No Kids","","full-time",67500,"",6,0,"Village","Married",2,0,2,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,1,4,1,1,1,1,2,1,1,1,1,2,1,3,3,1,1,1,3,3,1,1,1,5,5,5,5,4,"no","no",1.6,1.6,1.5,4.8,0.939,"Very High"
"Australia",45,"Female","No Kids","lthigh","retired",NA,"",0,6,"Village","Married",2,0,3,3,4,3,2,1,1,4,1,2,1,1,4,1,1,1,1,3,1,2,3,3,2,3,3,3,3,4,3,2,5,3,3,3,3,4,3,4,3,4,4,4,2,4,3,"yes","no",3,1.7,3.2,3.4,0.939,"Very High"
"Australia",45,"Female","Yes Kids","deg","part-time",87500,"",0,6,"Medium-Sized","Single",2,2,3,2,3,3,3,2,1,2,3,3,2,2,2,2,2,3,2,3,2,4,3,3,2,3,1,4,4,3,3,2,4,3,2,4,2,3,3,4,4,3,3,2,3,3,1,"yes","no",2.8,2.3,3,2.4,0.939,"Very High"
"Australia",32.5,"Female","No Kids","ma","full-time",67500,"",10,9,"Small Town","Married",2,0,4,4,4,2,2,1,1,2,2,3,1,1,2,2,2,2,2,2,2,2,4,3,2,1,3,2,2,3,4,2,2,5,4,4,3,4,2,4,4,4,4,4,4,4,4,"yes","no",3.2,1.8,3.1,4,0.939,"Very High"
"Australia",45,"Male","Yes Kids","phd","part-time",250000,"",9,0,"Village","Married",6,3,1,1,2,2,1,5,5,5,5,5,1,5,5,5,4,5,5,5,5,1,1,5,5,5,1,5,1,5,1,2,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,"no","no",1.4,4.4,3.8,5,0.939,"Very High"
"Australia",28,"Female","No Kids","ltuni","full-time",55000,"",2,2,"Village","Single",2,0,4,4,4,5,5,2,4,3,5,4,5,5,4,5,5,3,5,4,5,5,5,4,4,5,4,5,4,4,4,4,5,3,1,3,4,4,4,5,5,4,1,2,2,1,2,"yes","yes",4.4,4.3,4,1.6,0.939,"Very High"
"Australia",28,"Female","No Kids","ma","full-time",55000,"",1,0,"Village","Single",2,0,2,3,3,3,3,2,3,2,4,3,5,4,3,4,4,2,4,4,3,4,4,3,2,2,2,3,4,3,4,3,3,4,2,2,4,2,2,3,4,4,3,3,3,3,2,"yes","yes",2.8,3.4,3,2.8,0.939,"Very High"
"Australia",37.5,"Female","Yes Kids","deg","part-time",67500,"",0,3,"Village","Married",NA,0,2,3,2,2,2,1,1,4,3,2,2,2,2,2,3,3,2,3,1,2,3,2,2,3,3,2,1,2,3,3,4,3,4,3,3,4,2,4,2,3,3,3,3,4,3,"yes","no",2.2,2.2,2.8,3.2,0.939,"Very High"
"Australia",37.5,"Male","Yes Kids","ma","full-time",150000,"",14,0,"Village","Divorced",NA,1,2,5,3,3,3,3,2,5,4,4,3,5,4,3,3,4,3,3,4,5,5,3,5,4,3,2,4,3,4,4,3,4,4,4,3,5,3,3,5,4,3,3,3,3,2,"yes","yes",3.2,3.7,3.8,2.8,0.939,"Very High"
"Australia",37.5,"Male","Yes Kids","ltuni","full-time",NA,"",12,0,"Small Town","Separated",2,1,4,3,3,3,3,4,3,3,2,3,3,4,3,2,2,4,3,3,2,4,3,3,4,2,3,4,3,3,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,3,2,"yes","yes",3.2,3,3.4,2.8,0.939,"Very High"
"Australia",22,"Female","No Kids","deg","full-time",35000,"",0,6,"Village","Single",2,0,4,2,4,3,3,1,2,2,4,3,4,3,4,3,5,2,3,3,2,2,3,3,2,3,2,2,3,3,3,3,4,3,1,2,4,3,4,4,3,3,4,4,4,4,3,"yes","yes",3.2,2.9,2.9,3.8,0.939,"Very High"
"Australia",45,"Female","No Kids","deg","full-time",55000,"",14,0,"Village","Married",2,0,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,4,2,3,1,1,1,1,1,2,2,2,1,3,2,1,2,1,1,1,2,2,2,2,1,2,3,3,4,3,3,"no","no",1.6,1.5,1.6,3.2,0.939,"Very High"
"Australia",28,"Female","No Kids","deg","full-time",87500,"",2,0,"Village","Married",2,0,2,2,2,2,2,1,1,4,2,2,3,2,3,2,3,4,2,3,1,2,3,1,3,2,5,2,2,2,3,2,3,3,5,4,3,3,3,3,4,4,5,5,5,5,4,"yes","yes",2,2.3,3,4.8,0.939,"Very High"
"Australia",32.5,"Female","No Kids","ltuni","full-time",45000,"",1,9,"Village","Married",2,0,4,4,4,2,2,3,2,3,3,2,4,2,5,1,2,3,2,3,2,2,3,2,1,3,3,5,4,2,3,1,2,4,3,3,2,3,2,2,3,3,3,3,4,4,3,"yes","no",3.2,2.6,2.7,3.4,0.939,"Very High"
"Australia",23,"Male","No Kids","dip","full-time",67500,"",5,5,"Medium-Sized","Single",2,0,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,4,4,3,4,3,3,4,3,3,4,4,4,4,4,4,4,3,4,2,2,2,2,1,"yes","yes",3.6,3.1,3.6,1.8,0.939,"Very High"
"Austria",32.5,"Male","No Kids","deg","part-time",35000,"Editor",0,2,"Medium-Sized","Married",2,0,4,4,4,3,3,1,2,2,3,2,4,4,4,2,2,4,3,3,2,3,4,3,4,4,2,3,2,4,4,3,4,5,2,2,4,4,3,3,3,2,3,3,2,3,2,"yes","yes",3.6,2.7,3.2,2.6,0.893,"Very High"
"Austria",55,"Female","No Kids","ltuni","full-time",35000,"language trainer",14,0,"Large Town","Married",2,0,5,5,4,4,4,3,1,1,2,4,4,5,4,5,5,1,3,2,2,5,5,5,3,3,4,2,5,3,5,2,4,4,3,4,4,4,3,3,5,4,3,4,4,4,2,"yes","yes",4.4,3.1,3.8,3.4,0.893,"Very High"
"Austria",37.5,"Female","No Kids","ltuni","part-time",15000,"",10,0,"Village","Married",2,0,4,4,5,4,4,3,3,5,4,5,2,5,5,5,5,5,3,5,4,4,5,5,4,4,2,3,4,5,5,3,5,5,4,4,5,4,4,5,5,5,2,2,2,2,1,"yes","yes",4.2,4.2,4.3,1.8,0.893,"Very High"
"Bahamas",16.5,"Male","Yes Kids","lthigh","student",45000,"fdsdf",14,1,"Village","Divorced",NA,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,4,2,2,4,2,4,4,4,2,2,4,2,4,2,2,2,2,2,"yes","no",3,3.1,3,2,0.792,"High"
"Bahamas",16.5,"Male","No Kids","phd","student",250000,"Professional Soccer Player",1,2,"Village","Married",2,0,1,4,2,5,4,3,3,3,2,5,2,2,2,3,1,5,4,3,4,5,4,3,4,5,2,3,4,1,4,3,4,1,4,2,3,5,1,4,3,2,5,3,2,3,5,"yes","yes",3.2,3.1,3.1,3.6,0.792,"High"
"Bahamas",55,"Female","No Kids","ma","full-time",67500,NA,2,0,"Medium-Sized","Single",2,0,4,4,3,3,3,4,2,3,3,3,3,3,4,3,3,2,2,3,3,4,4,4,4,3,3,4,4,3,4,2,4,4,3,4,3,4,4,4,3,4,2,3,2,2,1,"yes","yes",3.4,3,3.6,2,0.792,"High"
"Barbados",23,"Female","No Kids","deg","student",NA,NA,3,0,"Small Town","Single",2,0,1,3,2,1,1,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1,3,3,1,2,"no","no",1.6,1.8,1.9,2,0.795,"High"
"Belgium",55,"Male","Yes Kids","ma","full-time",15000,"",NA,0,"Village","Separated",NA,0,2,3,3,3,3,4,4,5,3,3,3,3,5,4,4,4,4,3,4,5,5,2,5,4,4,3,4,2,5,4,4,4,3,4,5,2,3,4,5,4,2,2,3,3,1,"yes","yes",2.8,3.9,3.8,2.2,0.896,"Very High"
"Belgium",55,"Female","Yes Kids","deg","full-time",87500,NA,17,5,"","Separated",2,2,4,3,3,2,3,1,3,3,4,4,4,4,5,3,3,3,4,3,4,4,4,4,3,1,3,4,3,2,4,4,4,4,2,3,4,3,3,3,4,3,3,2,2,2,1,"yes","yes",3,3.5,3.2,2,0.896,"Very High"
"Belgium",28,"Male","No Kids","ma","student",15000,"",1,0,"Small Town","Single",2,0,4,4,4,3,3,2,2,2,4,4,5,4,4,3,4,3,3,4,2,4,2,4,3,5,4,2,4,3,4,4,3,4,3,3,4,4,4,4,4,4,2,3,3,3,2,"yes","yes",3.6,3.3,3.6,2.6,0.896,"Very High"
"Belgium",22,"Female","Yes Kids","high","part-time",25000,NA,5,3,"Small Town","Divorced",4,2,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,3,4,4,"no","yes",5,3.1,3,4.2,0.896,"Very High"
"Belgium",45,"Male","No Kids","ma","unemployed",55000,NA,3,0,"Large-City","Divorced",2,0,4,3,2,2,2,3,2,3,3,4,4,4,3,3,2,2,2,4,2,4,4,4,3,5,4,2,4,4,4,4,3,4,3,3,4,4,3,5,4,4,1,1,1,1,1,"yes","no",2.6,3,3.8,1,0.896,"Very High"
"Belgium",45,"Male","Yes Kids","ma","full-time",250000,"",14,0,"Village","Married",2,2,4,4,4,2,1,1,1,4,2,1,1,2,2,1,2,5,2,5,1,4,4,5,3,1,4,4,4,4,2,1,4,4,1,1,2,2,1,3,3,2,3,5,3,5,3,"yes","no",3,2.3,2.8,3.8,0.896,"Very High"
"Belgium",22,"Female","No Kids","deg","part-time",67500,NA,2,3,"Small Town","Single",2,0,3,3,2,2,3,3,4,2,3,3,3,3,2,3,2,4,4,5,3,4,3,2,3,1,4,3,3,3,3,3,3,3,3,2,2,2,3,3,4,2,3,4,3,3,3,"yes","",2.6,3.2,2.8,3.2,0.896,"Very High"
"Belgium",28,"Female","Yes Kids","ma","student",NA,NA,4,0,"Village","Married",NA,0,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,2,2,2,3,1,"yes","yes",5,4.6,4.5,2,0.896,"Very High"
"Belgium",28,"Male","No Kids","deg","full-time",25000,"",3,0,"Small Town","Married",2,0,5,4,3,2,2,1,2,5,3,4,5,2,4,2,2,5,2,5,2,3,4,1,4,4,2,5,1,4,3,1,4,4,1,4,4,3,2,4,4,4,3,3,3,3,3,"yes","no",3.2,3.1,3.1,3,0.896,"Very High"
"Bolivia",45,"Male","Yes Kids","deg","part-time",35000,"",0,0,"Village","Married",NA,1,3,4,3,3,3,3,1,4,3,3,4,3,3,3,3,4,2,2,2,4,4,2,2,2,2,2,4,2,4,2,3,4,2,2,3,4,3,3,4,4,3,4,4,4,3,"yes","yes",3.2,2.9,2.9,3.6,0.674,"Medium"
"Botswana",37.5,"Female","No Kids","deg","student",10000,NA,3,1,"Village","Widowed",2,0,1,1,1,2,2,3,3,3,2,2,3,4,3,2,3,5,3,4,3,2,3,2,1,4,4,1,2,4,3,4,5,2,5,4,5,3,2,3,2,2,1,2,2,2,2,"yes","no",1.4,3,3,1.8,0.698,"Medium"
"Brazil",24,"Male","No Kids","dip","unemployed",10000,NA,0,0,"Large-City","Single",2,0,5,5,2,1,2,1,1,2,1,4,5,4,5,3,5,5,2,4,1,1,5,1,4,4,1,3,4,3,5,2,2,5,2,3,5,5,4,5,5,5,1,2,2,2,1,"yes","no",3,2.9,3.6,1.6,0.754,"High"
"Brazil",23,"Male","No Kids","ltuni","part-time",10000,"",0,1,"Small Town","Single",2,0,4,4,3,4,2,4,2,3,5,4,3,3,4,4,5,4,4,2,2,4,4,2,3,3,3,2,3,3,4,3,2,5,2,3,4,3,3,4,4,3,2,1,2,2,2,"yes","yes",3.4,3.5,3.1,1.8,0.754,"High"
"Brazil",37.5,"Male","No Kids","ma","full-time",87500,"",12,6,"Village","Single",2,0,5,5,5,5,5,2,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,3,5,5,2,3,5,5,5,5,5,5,1,2,1,4,3,"yes","yes",5,4.6,4.5,2.2,0.754,"High"
"Brazil",45,"Male","No Kids","deg","full-time",45000,"",10,0,"Village","Married",2,0,3,4,3,3,3,2,5,5,4,5,4,5,4,2,4,5,5,5,5,5,5,3,3,5,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,5,3,3,2,2,1,"yes","yes",3.2,4.3,4,2.2,0.754,"High"
"Brazil",22,"Male","No Kids","ltuni","student",150000,"",3,0,"Village","Single",2,0,5,5,2,2,2,4,3,2,4,5,5,5,5,5,4,3,5,3,2,5,5,1,5,5,3,5,5,4,5,1,1,5,5,5,5,3,3,5,1,4,1,4,1,1,1,"yes","yes",3.2,4,3.8,1.6,0.754,"High"
"Brazil",45,"Female","Yes Kids","deg","full-time",15000,"Translator",10,10,"Large-City","Married",NA,1,5,5,4,3,3,2,3,3,3,3,4,2,4,3,4,5,3,3,2,3,4,3,3,5,3,3,3,4,5,3,4,5,3,4,4,4,3,4,3,3,2,3,2,3,4,"yes","",4,3.1,3.6,2.8,0.754,"High"
"Brazil",28,"Male","No Kids","high","part-time",10000,"trainee",0,5,"Large-City","Married",2,0,2,2,3,3,3,1,1,1,2,1,2,2,3,2,2,1,1,3,1,2,3,1,4,3,1,5,1,1,3,2,5,2,1,1,2,2,2,1,3,2,3,3,4,3,1,"yes","no",2.6,1.7,2.2,2.8,0.754,"High"
"Brazil",28,"Male","No Kids","ltuni","full-time",45000,"Web Designer",8,7,"Large-City","Single",2,0,4,4,5,5,5,1,4,5,5,5,5,5,4,5,5,5,3,5,2,5,5,5,5,5,2,4,4,5,5,2,5,5,2,4,5,5,4,5,5,5,1,2,3,3,1,"yes","yes",4.6,4.3,4.3,2,0.754,"High"
"Brazil",28,"Male","No Kids","deg","full-time",25000,NA,6,0,"Large-City","Single",2,0,2,4,2,2,2,2,1,3,2,3,4,3,3,4,2,1,1,2,5,3,3,3,3,4,3,3,3,2,4,1,3,4,2,4,3,1,2,3,2,2,4,5,4,4,4,"yes","no",2.4,2.6,2.8,4.2,0.754,"High"
"Brazil",37.5,"Male","Yes Kids","phd","full-time",150000,"engineer",8,0,"Medium-Sized","Married",NA,0,4,3,3,3,2,2,2,4,2,3,3,2,4,2,4,4,2,4,1,4,4,2,4,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,2,3,2,4,4,"yes","yes",3,2.9,3.5,3,0.754,"High"
"Brazil",28,"Male","No Kids","phd","student",15000,NA,0,1,"","Married",2,0,5,5,5,5,5,2,2,1,4,5,3,5,5,5,5,4,3,5,2,4,5,5,5,5,5,4,5,5,5,4,2,5,3,4,5,5,5,5,5,5,1,1,1,2,1,"yes","yes",5,3.7,4.6,1.2,0.754,"High"
"Brazil",23,"Male","No Kids","ltuni","student",NA,NA,0,0,"Large-City","Single",2,0,4,5,4,4,4,1,2,5,3,4,5,3,3,2,5,2,1,4,1,3,2,2,2,5,3,2,4,4,4,2,4,4,1,3,4,4,5,4,5,4,3,5,4,3,2,"yes","yes",4.2,2.9,3.4,3.4,0.754,"High"
"Brazil",55,"Female","No Kids","deg","full-time",10000,"Musician",23,0,"Large-City","Single",2,0,5,4,1,2,2,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,4,1,3,4,1,1,3,1,4,4,5,5,1,3,1,3,2,"yes","no",2.8,1.4,2.6,2,0.754,"High"
"Brazil",37.5,"Female","Yes Kids","deg","full-time",55000,NA,1,0,"Large-City","Married",NA,1,3,2,3,1,1,1,1,5,2,1,1,1,2,1,1,1,1,2,1,1,3,2,2,4,2,2,1,2,3,2,3,2,1,3,3,4,4,2,2,1,5,5,4,5,5,"no","no",2,1.5,2.4,4.8,0.754,"High"
"Brazil",45,"Male","Yes Kids","phd","full-time",45000,"college professor",3,0,"Large-City","Married",2,1,5,5,5,4,4,1,2,2,5,5,5,3,4,3,5,3,1,3,2,4,4,3,4,5,5,3,5,4,5,2,4,5,2,2,4,4,3,1,5,3,3,3,3,4,3,"yes","yes",4.6,3.2,3.6,3.2,0.754,"High"
"Brazil",20,"Female","No Kids","ltuni","student",10000,NA,0,0,"Large-City","Single",2,0,4,2,5,4,4,4,4,5,5,4,2,5,5,4,3,5,5,5,5,5,5,5,4,2,5,3,5,5,5,5,5,5,4,4,5,5,5,5,1,5,3,5,3,2,4,"yes","yes",3.8,4.4,4.4,3.4,0.754,"High"
"Brazil",67.5,"Male","No Kids","ma","retired",10000,"retired",23,0,"Small Town","Divorced",2,0,3,3,3,2,2,1,1,5,4,2,4,2,3,2,2,2,2,1,2,2,3,1,1,1,1,1,2,3,2,1,4,4,1,3,4,3,2,4,3,4,4,4,4,4,2,"yes","no",2.6,2.3,2.4,3.6,0.754,"High"
"Brazil",45,"Female","No Kids","dip","full-time",15000,"Journalist",7,0,"Large-City","Single",2,0,4,5,5,4,4,2,5,5,5,4,1,4,5,4,5,4,5,5,5,5,4,2,5,5,4,4,4,5,4,4,5,4,3,5,5,4,4,5,4,4,2,2,2,3,2,"yes","yes",4.4,4.3,4.2,2.2,0.754,"High"
"Brazil",25,"Male","No Kids","deg","full-time",67500,"System Analyst",4,0,"Large-City","Single",2,0,4,3,3,3,3,1,3,4,4,3,4,3,3,3,3,2,3,3,2,3,4,2,3,1,2,2,3,4,4,3,4,4,2,2,3,4,4,3,3,3,4,4,3,4,4,"yes","yes",3.2,2.9,3,3.8,0.754,"High"
